1110020A21Rik	1110046J04Rik	1190002F15Rik	1500015A07Rik	1500015O10Rik	1700010K23Rik	1700012D01Rik	1810011H11Rik	2010204K13Rik	2310057J18Rik	2810032G03Rik	2810442N19Rik	3010033K07Rik	3100003L05Rik	3110079O15Rik	3830417A13Rik	4732416N19Rik	4930429F24Rik	4930596I21Rik	5430416N02Rik	6330418K02Rik	A630066F11Rik	A730008H23Rik	Ackr1	Ackr3	Acot1	Acta2	Actg2	Adh1	Adm	AF357355	AF357359	AF357399	AF357425	AF357426	Akr1c18	Akr1cl	Aldh1a1	Aldh1a2	Aldh1a3	Aldoc	Amd1	Angptl4	Angptl7	Ank	Ankle1	Ankrd1	Ankrd37	Anxa1	Anxa8	Apoa1bp	Apod	Apoe	Aqp1	Aqp2	Aqp5	Arc	Arg1	Arhgdib	Arsi	Atad2	Atf3	Atp6v1c2	AW112010	B2m	BC028528	BC064078	Bglap	Bglap2	Bglap3	Birc5	Bpifb1	Bpifb5	Btg2	C1qtnf3	C3	C8g	Capn6	Car12	Car6	Casp1	Cav1	Cbr2	Ccdc17	Cck	Ccl11	Ccl19	Ccl2	Ccl7	Ccl8	Ccna2	Ccnb1	Ccnb2	Ccrl2	Cd24a	Cd34	Cd36	Cd53	Cd55	Cd74	Cdc20	Cdc25c	Cdca3	Cdca8	Cdh1	Cdkn1a	Cdkn3	Ceacam10	Cenpa	Cenpk	Cfb	Ch25h	Chad	Chchd10	Chil1	Chodl	Chrdl1	Cilp	Ckap2	Cks1b	Clca2	Cldn3	Cldn4	Cldn7	Clec3b	Clu	Cnn1	Col10a1	Col12a1	Col1a1	Col1a2	Col3a1	Col6a1	Col8a1	Col9a1	Col9a3	Colec11	Comp	Cox8b	Cpa1	Cpxm1	Cpxm2	Cpz	Crabp1	Crabp2	Crip1	Csn3	Cst3	Cstad	Ctgf	Cthrc1	Ctla2a	Ctsk	Ctsq	Ctxn3	Cxcl1	Cxcl10	Cxcl12	Cxcl14	Cxcl3	Cxcl5	Cxcl9	Cyp26a1	Cyp4b1	Cyr61	D030045P18Rik	D630023F18Rik	D7Ertd715e	Dbi	Dcn	Ddx59	Dennd2d	Depdc7	Derl3	Dmp1	Dpt	Dusp1	Dusp13	Ednrb	Efemp1	Efhd1	Egfl8	Egln3	Elf5	Eln	Emb	Emcn	Epcam	Ephx3	Epyc	Errfi1	Evi2b	F11r	F2r	Fabp4	Fabp7	Fam180a	Fam64a	Fbln1	Fbln2	Fbp1	Fcer1g	Fcgr2b	Fgf21	Fhl1	Fhl2	Fibin	Fmo2	Fmod	Fndc1	Folr1	Fos	Fth1	Fxyd3	Fxyd6	G0s2	Gas6	Gatm	Gdf10	Gdf15	Ggt1	Gja1	Gjb2	Glipr1	Gm16023	Gm4532	Gm5886	Gm9958	Gmnn	Gpc3	Gpr37l1	Gpx3	Gstm1	Gzmc	H19	H2-Aa	H2-M11	H2-M9	Has1	Hcrtr1	Hhatl	Higd1b	Hilpda	Hist1h2bc	Hnmt	Hoxa5	Hpgd	Hsd11b1	Hspa5	Htra3	Ibsp	Id2	Id3	Id4	Ier3	Ifi27l2a	Ifit1	Ifit3	Ifitm1	Igf2	Igfbp2	Igfbp3	Igfbp4	Igfbp5	Igfbp6	Iigp1	Il10	Il12a	Il17b	Il33	Il6	Inhba	Insl6	Isg15	Itgbl1	Itm2a	Kcnj8	Kcnn4	Krt14	Krt15	Krt17	Krt18	Krt19	Krt23	Krt5	Krt8	Lalba	Lars2	Lbp	Lcn2	Ldb1	Lect1	Lgals3	Lgals6	Lgals7	Lipm	Lmcd1	LOC106740	Lox	Lrg1	Lrrc15	Lrrc51	Lrrn4cl	Lsr	Ltbp2	Ltc4s	Lum	Ly6a	Ly6c1	Ly6d	Ly6e	Ly6k	Lyz2	Mad2l1	Mal2	Malat1	Map10	Matn4	Mest	Mettl18	Mfap4	Mfap5	Mgp	Mgst1	Mia	Mir1192	Mir1291	Mir1898	Mir1940	Mir207	Mir215	Mir24-2	Mir3064	Mir3097	Mir3101	Mir467c	Mir544	Mir5620	Mir5625	Mir568	Mir6358	Mir6516	Mir674	Mir6905	Mir6935	Mir6966	Mir697	Mir6970	Mir6973b	Mir7024	Mir7025	Mir7046	Mir7050	Mir7063	Mir7067	Mir7079	Mir7650	Mir7666	Mir7674	Mir8116	Mmp10	Mmp11	Mmp13	Mmp2	Mmp3	Mmp9	Moxd1	Mpzl2	Mt1	Mt2	Mterfd2	Muc15	Myl9	Nap1l5	Ndp	Ndrg1	Ndufa4	Npw	Nudt8	Nuf2	Nupr1	Ogn	Olfml3	Olfr78	Omd	Otor	Otos	Pbk	Pcolce2	Pdgfrl	Penk	Perp	Pi16	Pip	Plac8	Plekhb1	Plet1	Plk1	Pln	Plp1	Postn	Ppp1r42	Prc1	Prelp	Prg4	Prl8a1	Prss8	Ptgis	Ptgs2	Pttg1	Ptx3	R3hdml	Rarres2	Rbp1	Reg1	Reg3g	Rgcc	Rgs16	Rgs2	Rgs4	Rgs5	Rhox5	Rn45s	Rnase10	Rnase4	Rpl26	Rpl30	Rpp38	Rrad	Rrm2	Rsad2	Rtp4	S100a10	S100a3	S100a4	S100a7a	S100a8	S100b	Saa2	Saa3	Sap25	Scara5	Scarna3a	Scel	Scgb1b27	Scgb2b27	Scgb3a1	Scrg1	Serinc2	Serpina3n	Serpinb6b	Serpinf1	Sfrp1	Sfrp2	Sfrp4	Shcbp1	Slc2a1	Slc38a3	Slfn2	Slpi	Smim22	Smoc1	Smoc2	Smpdl3a	Smr3a	Sncg	Snora15	Snora20	Snora23	Snora28	Snora3	Snora31	Snora34	Snora47	Snora62	Snora64	Snora65	Snord118	Snord15b	Snord19	Snord22	Snord33	Snord34	Snord35a	Snord37	Snord38a	Snord42a	Snord42b	Snord45b	Snord47	Snord4a	Snord57	Snord65	Snord68	Snord69	Snord72	Snord8	Snord83b	Snord89	Snord91a	Snord95	Snord96a	Snord98	Sod3	Spc25	Spdya	Spint2	Spon1	Spon2	Spp1	Srgn	St3gal6	Steap4	Stmnd1	Stx19	Tagln	Tcf24	Tex13	Tfap2a	Tgfbi	Thbs1	Thbs2	Thbs4	Thrsp	Timp1	Timp3	Tinagl1	Tmem255b	Tmem37	Tnc	Tnfaip6	Tnfrsf9	Tnmd	Tnn	Tpm1	Tppp3	Trf	Trmt61b	Trp63	Tspan7	Tspan8	Ube2c	Ucma	Ufsp2	Urah	Vwa1	Wap	Wfdc18	Wif1	Wisp2	Yy2	Zfp2	Zfp36	Zfp454	Zfp652os	Zfp81	Zfp944	cluster
SS2_15_0048_A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.7596438746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.989950224	0	43.6716860142	0	0	0	0	0	0	0	1674.33274025	0	0	208.015136015	0	0	1695.1536492	0	0	0	0	0	0	0	0	56.406309993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02352807455	31.9682690938	256.671991668	539.852365934	125.248550206	1.54688359463	0	0	0	0	0	0	0	0	0	0	0	954.915121035	0	1619.26607227	0	0	0	0	4.99341450952	0	0	0	0	0	0	0	0	0	0	735.112816318	350.794756001	0	0	0	170.87874344	0	0	0	0	0	137.470872497	0	268.641586573	0	0	0	0	0	0	0	0	0	0	0	0	0	259.295209307	0	0	43.1681896342	197.306088451	0	0	0	0	1.82301087836	0	0	0	0	0	0	0	0	0	0	0	3367.18292758	469.911050361	0	0	0	0	0	0	116.672696215	0	0	0	0	0	0	0	0	105.178584638	0	0	218.847829321	164.933175851	0	0	0	0	0	3.77847761404	0	0	1249.22441356	0	32.5737987716	0	0	0	0	49.9104983019	0	0	0	1468.11102291	0	0	0	0	0	1734.05210251	0	0	0	0	0	0	0	0	0	0	0	138.166447289	0	0	0	0	0	646.672282986	0	0	0	0	0	0	0	0	0	0	556.029121623	0	0	26.6548335367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774.381182369	443.351313006	0	0	0	0	0	356.299715445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3914306492	0	0	0	218.761305403	0	2.38448723034	0	291.951068091	0	0	103.935590452	0	0	0	0	0	0	0	0	4.51432093605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.8813506481	0	0	0	56.4612568502	0	0	0	0	22.7364538506	0	0	0	0	0	0	0	64.3198835986	0	322.526018439	5182.32512433	0	2738.75302857	0	0	0	0	0	0	0	0	0	72.9653092483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86531793084	0	0	0	106.402812032	0	10.4213252058	0	0	261.807585201	0	0	0	0	0	0	0	0	0	0	0	36.5952590695	390.078372984	446.391201552	0	0	32.286292942	0	0	0	0	267.406499314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.526495431	0	201.533077952	0	0	0	0	1
SS2_15_0048_A6	0	0	0	0	0	0	0	230.755035218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729.854963868	0	69.4906978758	0	0	0	0	0	0	0	0	0	3.41212422579	0	0	0	0	0	0	0	0	0	730.972401885	0	0	0	0	0	0	4.98068939213	0	0	575.867307518	0	0	0	0	0	1485.58639369	0	0	0	0	0	0	0	0	80.1821524198	0	0	0	0	0	0	0	203.845658677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207.002042121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86011298993	0	0	0	0	0	0	0	0	0	0	1.31838027941	27.9535626229	109.649736544	234.639346293	1.94291983078	0	0	0	0	0	0	0	3.19085057711	2.20337970542	0	22.4565385093	0	846.817478999	0	1728.24551891	0	106.130984662	0	0	224.480268712	0	325.375715575	0	0	0	0	0	0	0	0	70.1901855704	3.80919588126	0	0	0	300.596050313	9.57994886246	0	0	0	0	0	0	3.97788323748	0	135.770247835	0	0	0	0	0	2.0431233132	0	0	26.237430728	6.39490831721	0	2101.47959972	0	0	2.3437649415	421.804561079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708.313971089	426.435839548	0	0	9.16375948659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376.831670595	161.187271773	0	0	0	0	0	3.69266216405	0	0	399.934429691	0	0	0	0	4.4939204463	0	173.767879672	0	0	0	1199.69285266	0	0	0	0	0	528.208495535	0	0	0	115.91313004	5.27847574116	0	0	0	0	0	0	7.10676103698	0	0	91.9648719904	0	0	794.394918016	0	0	0	0	0	0	0	0	0	0	193.076469203	0	0	0	0	0	0	0	0	0	0	0	0	1.45535969239	0	0	0	0	0	0	0	0	0	0	159.897526462	0	0	0	1417.32857142	0	0	0	0	0	0	2940.41941296	8.19199283902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.2552696779	0	5.08059799224	0	0	0	0	71.2642919483	0	30.2943107733	0	1198.34558959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.783421359	0	0	0	0	0	0	0	0	0	0	325.784824482	0	0	0	0	0	0	0	0	0	0	0	722.342339504	73.5158854891	0	0	0	185.268847042	0	998.136250913	9450.26754231	0	1497.86228331	0	0	0	0	0	78.4766907651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17071569424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401.301299725	0	0	0	0	0	21.2983842365	0	0	0	0	998.843947249	0	0	20.7244802675	0	0	0	0	18.6402429267	1.30446626937	0	0	95.3709783604	612.260899532	304.553926772	0	0	0	4.82514006695	0	0	0	783.606443789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.071937613	0	0	0	0	1
SS2_15_0048_A5	0	0	0	0	0	0	0	375.177235838	0	0	0	0	0	0	0	0	0	0	0	102.46846316	0	0	0	0	0	0	1041.71776111	90.054763996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.98134472	0	0	51.9394853057	1068.203358	0	5.45221061946	0	90.7176371256	0	0	3.18133501651	0	0	0	0	0	0	0	0	2386.61305758	21.2683215975	0	0	0	0	0	0	0	56.0164681711	0	0	0	1.38875615272	0	0	0	1185.08044861	0	0	0	1030.07654872	0	146.925576495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.752241435	0	0	0	0	0	0	0	15.8149058032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.9468011164	884.34206346	1042.87972268	2904.32615919	376.025637579	0.965606773114	0	0	0	0	0	0	0	84.4423949335	0	7.17187588752	0	3554.42661436	0	265.997337499	0	0	0	0	283.649277047	0	0	233.97394887	0	0	0	0	0	0	0	139.772999659	630.163169699	0	0	0	428.699797515	9.17855673374	0	0	0	0	1.78777196037	0	533.569839459	0	5.61957953904	0	0	0	22.1266843525	0	40.4553739564	0	0	0	0	0	873.058259134	0	0	0	0	0	0	0	1.46896415916	0	0	0	3.51192214279	0	0	239.465546875	207.481780147	0	0	0	0	2127.80721174	958.564609068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1424.65508731	705.437683898	0	0	0	0	172.62684352	2.35862839895	0	0	537.792982083	0	0	0	0	0	0	329.079855246	0	0	0	450.451000129	0	144.858733523	0	3.74090266157	0	238.980798805	0	0	0	253.160970341	0	3.82796789031	0	0	0	0	0	1166.60755007	0	0	189.276809137	0	0	101.481388244	0	0	0	0	144.503053597	0	0	0	0	0	259.362825191	0	0	0	0	153.859881259	0	0	0	99.9414186178	0	1.11125416538	0	0.929587530259	0	0	0	0	0	0	0	0	0	55.5897332741	0	0	0	0	1744.16077155	0	0	0	0	0	0	5799.1860265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.4656297954	0	1.62257501171	5.48250067846	0	0	0	27.3113502432	0	0	0	733.531254209	0	0	0	0	40.7116387014	0	0	63.0575157906	0	0	0	0	0	0	0	0	148.059705211	0	0	0	0	0	0	3.1130918679	0	0	0	381.497970533	0	0	0	0	0	0	0	0	0	0	0	230.69225941	0	0	0	0	1343.97575518	0	156.03036613	8848.37422931	0	1976.91473976	0	132.069167965	0	0	0	0	0	0	310.547241227	516.198525418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74232013087	0	0	60.6670157043	0	0	0	0	205.593796002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41283648441	0	0	0	8.00235259587	0	3.25263718564	0	0	0	0	0	268.057880255	0	0	0	0	0	106.650469125	0	0	53.3020899295	420.586625429	620.389492374	0	0	0	24.6558431511	0	0	0	538.166372321	303.572059051	0	0	0	0	0	0	0	158.368034176	0	0	0	0	0	0	0	0	290.743378756	0	0	0	0	1
SS2_15_0048_A4	0	0	0	0	891.488042722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.629479914	0	0	113.565976396	0	0	0	0	0	0	0	0	376.054726735	0	0	0	145.206333256	0	2.13624568762	0	0	0	786.983723167	0	156.793351994	28.0763718945	0	0	0	43.3364502356	0	45.5076738764	0	8.6740010731	0	0	0	0	800.798336832	0	0	0	0	0	0	0	0	324.604021994	0	0	0	0	0	0	103.658039261	0	0	0	0	306.249633414	0	9.26589940935	0	0	0	0	0	0	0	0	0	26.6535150747	0	0	0	0	0	0	0	563.056203689	0	0	0	0	0	0	0	0	0	0	0	5.39488195806	0	39.4626944462	0	0	0	0	0	0	0	0	889.009243015	3268.38132899	2775.02426981	4942.18827281	2928.3458165	159.304564914	0	28.5376955443	0	0	0	0	370.176700071	242.837393419	82.4848403932	847.402316806	0	1403.44173067	46.7646519971	1992.89266164	0	208.316860909	89.8250935869	28.4118052423	514.242783771	0	0	0	0	3.97673851115	73.5794573787	0	0	0	0	0	548.707556048	0	0	0	114.505680265	2181.88840036	0	0	4.33952058334	0	0	0	26.9197757299	0	0	0	0	0	0	0	0	39.876586169	0	0	0	0	527.087832604	0	0	156.345184997	0	0	0	0	375.750289415	625.23023925	0	0	0	0	16.8359916014	11.3674746445	72.1925077229	0	0	334.707237439	0	3.56653052719	650.108093166	0	0	0	66.2442125918	0	0	27.5583576529	0	0	0	0	0	0	0	0	0	0	0	1196.3088507	69.2579436532	0	0	0	0	0	3.56994021221	0	0	0	60.6563648644	10.2586743461	0	0	52.1348336749	388.108422179	383.141658712	84.3416257348	0	0	626.930948494	0	698.869836919	0	0	0	0	0	264.514545158	318.060914041	553.074628926	0	133.259304306	0	0	0	0	0	0	288.18219785	0	0	44.3599528787	0	0	0	0	0	0	0	0	0	0	0	0	548.433329895	0	0	46.1664736144	0	0	0	0	0	4.32194150691	0	55.5045723948	0	372.852949292	0	0	0	0	0	442.700113563	0	0	0	452.361169706	0	0	0	0	3683.8837866	0	0	0	0	0	471.404275341	1658.24020849	182.154022535	0	0	0	0	0	0	0	0	0	334.402194213	0	0	0	0	0	0	0	67.8937788252	0	0	233.379749085	0	0	0	0	0	0	0	0	0	0	541.182294983	0	0	0	0	0	19.9420959251	0	947.96762928	0	0	0	0	27.5583576529	0	33.7932801988	0	6.89595099163	0	0	0	318.769539436	0	66.5117105185	0	393.697112604	0	1337.92982351	0	0	0	0	0	0	175.381172382	5.28917487531	0	123.085813891	0	0	0	0	0	0	0	3717.45553197	0	0	0	4.4454259945	0	0	0	0	0	0	0	19.3982205817	99.5017214837	48.55861459	0	0	0	0	0	8.25684347588	0	4100.9793762	0	305.395804308	0	0	0	0	0	0	0	1114.50238096	0	119.732503791	0	0	0	0	0	0	0	0	0	0	0	0	0	34.1029909895	501.469587219	0	1299.70674714	0	212.74060503	0	0	17.4221965566	0	0	0	0	0	503.689318669	29.1893938959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566.058099369	0	0	0	849.057535141	0	1700.44556244	0	0	4.75688848658	0	0	370.660871654	3.98735447087	0	2.39830280152	0	36.04150601	336.717339529	0	0	760.661781282	3.19090575686	3.97881594767	0	0	228.256949084	69.9717200868	0	0	0	376.648843324	299.024328009	0	0	0	0	0	0	0	84.6001690565	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SS2_15_0048_A1	43.3243375467	0	0	0	0	0	0	20.5271188104	65.7662430904	0	0	0	0	0	0	0	0	0	0	0	0	3.23349898743	0	0	0	0	5256.24065731	2345.33649642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.869803265	919.977887294	0	85.3822293651	0	0	0	0	0	0	0	503.940766796	0	1.77350261058	603.572780745	0	0	951.496552692	144.810565171	0	0	0	0	0	0	0	247.366318657	0	0	0	0	0	0	0	389.69291283	0	0	0	0	18.6644728443	0	176.600018402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.808958611119	0	0	0	0	0	0	0	0	32.1250646758	0	67.9432043296	1147.75781284	2024.38581412	2372.37391893	368.407401615	633.788518189	0	1.28376198394	0	0	0	0	0	73.7848241934	0	0	0	2134.51420985	0	751.609768986	0	9.79068933548	0	0	53.0575665189	0	0	14.1606116416	0	0	0	0	0	0	0	159.810184375	230.268792192	0	0	0	194.593822499	2.08314821957	0	0	0	0	31.6484539534	0	2075.96608361	0	0	0	0	0	0	0	17.7709871038	0	94.5036599712	0	79.2622066981	0	950.663606901	0	0	16.3087626795	1740.07628265	0	0	0	24.0043235152	0.774816677116	0	0	0	0	74.7519189482	145.883236024	201.348977228	0	219.74332142	0	0	2454.72579815	663.361518925	0	0	0	0	0	0	0	0	0	0	87.0838978548	0	0	0	0	0	0	0	117.375788355	142.796198732	0	0	0	69.9917731662	173.040885262	0	0	0	1016.12034722	0	147.674949977	0	0	0	0	428.236961931	22.0301974556	0	0	1314.93463459	104.322338712	33.9042717722	123.088992705	0	0	296.717260602	0	2.53172954934	0	71.5501572734	0.573899062517	0	70.8488152866	0	0	0	0	80.3585399369	0	0	0	0	0	182.720753348	0	0	0	0	0	0	0	0	0	0	120.32597541	1.33053667801	0	5.66442301445	0	0	0	0	0	79.7128527726	0	83.2287010992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391.200079639	0	0	0	0	0	0	4621.56028759	0	0	0	0	0	0	0	0	0	254.497470558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.039379456	0	0	0	0	0	0	55.7868007524	0	45.6054992576	0	2751.58793566	0	0	32.5498073133	6.82846567475	0	0	0	48.3010319613	0	123.856422044	286.46807017	0	0	0	0	0	118.342254434	0	0	0	0	0	0	0	0	0	0	2537.41421636	0	0	42.9044517354	0	0	0	0	0	0	0	0	392.681156252	20.462002966	0	0	0	564.010793959	1.11651881422	0	7831.6499487	0	1889.16591244	0	0	0	0	0	51.1939826587	0	0	0	196.407683469	0	747.326988836	0	0	4.04528008667	0	0	0	0	0	0	0	0	0	0	0	3.22264279326	0	0	0	0	0	0	28.736902202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.9279992524	0	0	0	114.420543872	0	2.21463751613	0	0	1.06993793375	0	0	989.179605395	0	0	0	0	61.3785146276	14.7500393298	0	0	305.890002204	12.201086713	484.856008995	0	125.530967802	57.7284258678	0	0	0	0	3310.54638091	39.370372406	2.88130798626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768.99743073	0	0	0	2.41350941952	1
SS2_15_0048_A2	0	0	0	0	302.145569063	136.313601719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.394116069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340.440911878	0	71.1307702354	0	0	0	447.996377984	0	0	1175.6059738	0	0	261.114225765	48.521183049	0	0	47.5929517211	0	0	0	0	92.8830186815	2974.55948257	634.658165462	0	0	0	0	0	0	0	42.4523571953	28.1431573005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.2000279642	0	0	0	0	0	0	0	327.287539724	0	0	0	0	0	0	0	101.376546468	0	0	0	414.418520736	0	34.5787628093	0	0	0	0	0	0	0	0	742.408825887	1420.10205693	1276.23234576	616.296220616	1437.67881229	0	0	0	0	0	0	0	578.44799851	323.841801054	0	4793.78819354	0	841.793679072	38.9281735665	1150.93804238	0	114.425185757	0	0	667.631701931	0	0	0	0	54.0109043427	1622.57579657	0	0	0	0	36.7249193198	763.147583225	0	0	0	106.100177444	56.8074523567	14.1918741578	0	0	0	0	46.000216937	42.1217228479	21.7015036458	0	0	0	0	13.4499886917	0	252.692014229	0	0	0	0	0	162.625021413	0	17.1378729254	1152.55155194	5.10454825402	0	0	0	638.038138491	516.912034165	0	0	88.4957910117	31.0962395749	0	0	66.4208062323	217.742034066	238.047992169	0	0	418.767973	1142.77396682	0	0	0	20.1898368273	0	0	3.01846441958	0	43.2053567355	0	0	0	0	0	0	0	0	0	6.47069630355	27.8146597675	0	0	0	0	0	0	0	0	0	0	0	0	0	24.7447356607	65.5860554063	307.316374407	234.822236748	0	318.970057722	0	0	90.0554705732	0	0	0	93.6996737491	0	0	464.942405609	1024.68247035	0	20.3073106646	0	0	0	0	0	0	51.3593004185	0	30.2964391743	451.168865091	10.0245570797	2.99087333714	0	0	0	0	0	0	0	0	0	0	164.401702914	0	0	40.4528774139	0	99.6552923094	0	0	0	0	0	96.5336743787	0	679.923327091	0	0	0	0	0	0	143.749631898	0	0	415.556137875	0	0	0	0	2103.23764731	0	0	0	0	0	814.522990227	33080.6768766	166.550096161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.7201543083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199.495377847	0	1052.29565648	1.81778635046	0	0	0	495.028164811	41.1944388773	3.94813324987	0	0	0	0	0	365.774082714	0	0	0	418.148936847	0	2606.68075654	0	360.650509023	0	0	0	0	659.525615215	0	0	58.2987159167	0	0	0	0	0	0	0	953.379600243	0	0	0	0	0	0	0	0	0	0	0	152.977344818	112.097978216	0	1027.26065852	0	0	0	0	1.80874263727	0	1525.78123982	0	678.730372565	0	0	0	0	0	0	0	55.3725688294	0	118.028612735	0	0	126.074044294	0	0	0	12.0738576783	0	2.14347555246	0	0	0	0	42.9559214411	185.178810953	0	2650.0258844	11.9744389051	0	0	0	6.36083870689	0	0	0	0	0	668.960781938	7.30768382094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.229246773	0	114.807570457	0	0	0	0	0	0	0	96.2357575891	84.9874222864	0	3.20001509127	0	0	0	848.516489441	0	38676.9983128	0	0	3.12612939251	0	0	316.009570192	0	0	10.8398787954	0	33.8367676404	227.637682793	0	0	1030.07903493	0	0	0	0	34.1026960396	157.367387991	0	0	0	206.059810448	0	0	0	0	0	0	0	0	61.7749924007	0	0	0	0	0	0	0	0	0	0	0	87.1375614068	0	2
